Company,Company Description,Date Victimised,Number of Clicks,Status,Data Size (Gb),Link to Folder Directory
yucatan.gob.mx,"Conoce las noticias, programas, servicios y atractivos turísticos de Yucatán. Accede a la cuenta pública, el diario oficial, los pagos en línea y más información del gobierno estatal.",2024-05-06 13:01:00,7957,Published,,NA
hebeler.com,"Our talented team of electricians offers superior design, installation, and service for technology systems and their vital infrastructure, within the industrial, manufacturing, commercial, and institutional markets.",2024-05-06 12:59:00,7641,Published,,NA
getcloudapp.com,CloudApp is a cross-platform screen capture and screen recording desktop client that supports online storage and sharing. CloudApp full and partial screen recordings export to.mp4 format. Full or partial screen image captures export to either JPG or...,2024-05-06 12:56:00,7984,Published,,NA
parat-techology.com,"Working at PARAT should be a pleasure and give meaning to one's work life. We recognize that plastic technology is currently facing significant challenges, while at the same time, it can constitute the answer to the current sustainability issues. Tha...",2024-05-06 12:55:00,7743,Published,,NA
chuzefitness.com,"We aim to keep our perspective and our sense of humor at all times. After all, this isn't brain surgery. Check out Chuze on Facebook & Instagram. Chuze Fitness is a local gym featuring low prices and state of the art facilities & equipment. We welcom...",2024-05-06 12:15:00,7577,Published,,NA
geotechenv.com,Our global presence ensures that we stay ahead of the curve in this ever-evolving field. You can stay up-to-date on where we are by connecting with us online or subscribing to our mailing list. Geotech History. Contact Sales. Upcoming Dates. Contact...,2024-05-06 12:13:00,7658,Published,,NA
foxsemicon.com,"Fiti is one of the few vertically integrated semiconductor equipment manufacturers in the semiconductor industry, based on its precision machining and component manufacturing capabilities adopting advanced assembly, electrical & mechanical integratio...",2024-05-06 12:07:00,7941,Published,,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/5bf5af863fdfa92621a3bffaed6af2ef-5e186eac-cbb9-3a92-970d-3e6641faf1b8/usa-fiti.com/usa-fiti.com.7z-file-tree.txt
alfiras.com,"Al Firas General Contracting | 8,706 followers on LinkedIn. Neat Builder for a Neat Society | Established in 1988, Al Firas is a leading contracting company based in Abu Dhabi.",2024-05-06 11:58:00,7797,Published,0.09,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/bf9e5eb901042d543540b289f7da1ec1-5e2ebcf6-8c7b-3a76-9140-33d3fa6597c8/alfiras.com/alfiras.com.7z-file-tree.txt
irc.be,Hardware Services. IRC kan u een breed scala aan diensten bieden door onze hoge mate van ervaring en expertise op verschillende vlakken. Wij bieden een complete en kwalitatief hoogwaardige dienstverlening aan binnen een vertrouwelijke omgeving waar w...,2024-05-06 11:51:00,7990,Published,,NA
htcinc.com,Talk To Our Experts. Full Name*. Company*. Work Email ID*. Phone No*. How can we help you? All fields marked with * are mandatory. HTC Global Services provides IT and Business Process Services and Solutions that help businesses make digital change ha...,2024-05-06 11:50:00,7925,Published,,NA
svenskakyrkan.se,"Svenska kyrkan erbjuder gudstjänster, dop, vigsel, begravning, stöd och vägledning i kristen tro. Här kan du också läsa om Svenska kyrkans arbete för fred, rättvisa och hjälp i Sverige och världen.",2024-05-06 11:48:00,8493,Published,336.33,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/0273a9dafb2f7e95b1bd30db0bad9cc4-fdea0925-e400-3ceb-be39-342fc664db6e/svenskakyrkan.se/svenskakyrkan.7z-file-tree.txt
smbw.com.au,Scientific has an unrivalled commitment to quality customer service and impeccable prestige smash repair. It's this high standard that has seen this family business thrive since our humble beginnings in Sydney in 1969. The Scientific team is made up...,2024-05-06 11:37:00,7717,Published,21.0,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/d4645ee1dc3cd02699f31b43830590de-cbf269fd-23ab-3855-a0f5-4da603a30571/smbw.com.au/smbw.com.au.7z-file-tree.txt
denave.com,"Denave is a full-fledged B2B Telesales service provider enabling businesses to focus on higher- level tasks and achieving revenue results at affordable cost. Apart from the revenue achievements, Denave has provided us with insights on opportunity pro...",2024-05-06 11:31:00,7620,Published,,NA
tdt.aero,"Anasayfa - TD Team. World Class Aircraft Maintenance. TD Team aircraft line maintenance company was established in 2007. TD Team, successfully taking its place among the 100 fastest growing companies in Turkey, has the authorizations of SHT-145, OTAR...",2024-05-06 11:27:00,8007,Published,,NA
kras.hr,"Dani komunikacija 2024: Kraš je drugu godinu zaredom Oglašivač godine! 15. 04. 2024. Kraš se iz Rovinja vraća sa čak tri zlata i dva srebra - Frondi, Bajadera i Ki-Ki potvrdili su izvrsnost domaćeg konditorskog proizvođača. Više.",2024-05-06 11:23:00,7860,Published,,NA
eviivo.com,eviivo Login - The Original All-in-One Booking Suite Hello again! Sign in to your eviivo suite account to view you booking calendar.,2024-05-06 11:21:00,7715,Published,,NA
sunray.com,"Manage your lien and bond claim rights with confidence and avoid costly mistakes! Create free account. No credit card needed. SunRay is the most trusted construction documentation service! File your Mechanic's Lien, Bond Claim, Notice to Owner, Preli...",2024-05-06 11:18:00,7928,Published,,NA
sunnydesigns.com,"Sunny Designs Home offers a wide range of furniture and accessories for the dining, bar, game, entertainment, occasional, home office, bedroom and accent areas of the home. Browse their products by category, find a dealer near you, or contact them fo...",2024-05-06 11:02:00,7797,Published,,NA
ptow.com,"OB GYN Clinic in Roanoke VA | Physicians to Women | Obstetrics ... Physicians to Women, a division of MAWC, has specialized in obstetric and gynecologic care in Roanoke, Virginia since 1940. We serve patients in the Roanoke Valley, Salem, Vinton, Bo...",2024-05-06 11:01:00,7751,Published,,NA
peachtree-medical.com,"Peachtree Medical - Providing the ""Best Affordable Care"" Send an email to peachtree.medical.clinic@gmail.com or leave a message at 832 327 7700. We open at 7 am and our team will treat your request the quickest possible. You can also leave a message...",2024-05-06 10:57:00,7810,Published,,NA
atlanticeye.net,"Atlantic Eye Center - LASIK, Cataract Surgery in New Jersey (NJ) 207 Stone Harbor Blvd Cape May Court House, NJ 08210 (Get Directions) call: 609-465-1616 Optical: 609-465-0850",2024-05-06 10:54:00,7648,Published,,NA
central.k12.or.us,"Monmouth Elementary School is a company that operates in the Education industry. It employs 51-100 people and has $10M-$25M of revenue. The company is headquartered in Monmouth, Oregon.",2024-05-06 10:38:00,7563,Published,223.42,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/0e3cc2efb82d423a0e83fcc5a8e027aa-3e62aac4-8ece-31ff-8330-387585ee178e/central.k12.or.us/central.k12.or.us.7z-file-tree.txt
sbsofbak.com,"About SBS of Bakersfield, Inc. SBS of Bakersfield specializes in document-based technology solutions. SBS of Bakersfield helps companies improve document workflow, compliance, and copier/printer budgeting needs through creative solutions. SBS of B...",2024-04-30 14:10:00,12641,Published,,NA
ottlite.com,OttLite was founded in 1989 by Dr. John Nash Ott to bring the power of natural daylight indoors through his one-of-a-kind natural daylight bulb,2024-04-30 08:24:00,14338,Published,58.8,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/14c4fdaf54b5d014c6e8c066d221ae48-fc37eca0-a818-3581-8a11-6b6044559cf4/ottlite.com/ottlite.com.7z-file-tree.txt
ch-cannes.fr,"Bus du cœur des femmes publié le 15/03/2024 [BUS DU CŒUR] ️ Les maladies cardio-vasculaires sont encore la première cause de mortalité chez les femmes en France, tuant chaque jour 200 Françaises, soit 75 000 femmes par an, soit l'équivalent de la pop...",2024-04-29 21:02:00,12275,Published,61.7,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/17331453ba1ce7c981bc2e90a78daba5-daf2b218-6851-30f6-a621-454da5ea9ec2/ch-cannes.fr/ch-cannes.fr.tgz-file-tree.txt
eurosko.com,"Eurosko, the largest shoe chain in Scandinavia, aims to provide the best possible shopping experience for its customers, especially children, with inspiring stores, knowledgeable staff and a wide range of products. For several generations, the family...",2024-04-29 21:00:00,18424,Published,45.2,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/5908f25548ac8fc6dadade6837078f1a-a326d463-c00c-372f-b188-c061439de8a7/eurosko.com/eurosko.com.7z-file-tree.txt
